Fecha,Hora,ID,resultado
2025/08/25,15:48:41,conductor2939,Sintomas de fatiga
2025/08/25,15:52:37,conductor2939,Sintomas de fatiga
2025/08/25,15:59:26,conductor2939,Sintomas de fatiga
2025/08/25,16:03:05,conductor2939,Sintomas de fatiga
2025/08/25,16:07:27,conductor2939,Sintomas de fatiga
2025/08/25,16:11:15,conductor2939,Sintomas de fatiga
